filename_mel,prob_ai_mel,prob_human_mel,true_label_mel,pred_label_mel,base_filename,filename_mfcc,prob_ai_mfcc,prob_human_mfcc,true_label_mfcc,pred_label_mfcc,filename_plp,prob_ai_plp,prob_human_plp,true_label_plp,pred_label_plp,filename_cqt,prob_ai_cqt,prob_human_cqt,true_label_cqt,pred_label_cqt,filename_chrm,prob_ai_chrm,prob_human_chrm,true_label_chrm,pred_label_chrm,weighted_prob_ai,weighted_prob_human,final_pred_label
U1081RN_segment_2-Mel_Spectrogram.png,1.0,2.850057412295825e-10,0,0,U1081RN_segment_2,U1081RN_segment_2-MFCC.png,1.0,1.2659078230115026e-09,0,0,U1081RN_segment_2_plp.png,0.8995256423950195,0.1004743501543998,0,0,U1081RN_segment_2-CQT.png,0.000115285605716,0.9998847246170044,0,1,U1081RN_segment_2-Chromagram.png,0.2589282691478729,0.7410717010498047,0,1,0.7708864018753957,0.22911359674998066,0
S5037RN_segment_2_shifted-Mel_Spectrogram.png,1.0,5.2710744502349347e-17,0,0,S5037RN_segment_2_shifted,S5037RN_segment_2_shifted-MFCC.png,1.0,1.7309025736310598e-19,0,0,S5037RN_segment_2_shifted_plp.png,0.9874066710472108,0.0125933485105633,0,0,S5037RN_segment_2_shifted-CQT.png,1.0,1.233265989331045e-10,0,0,S5037RN_segment_2_shifted-Chromagram.png,1.0,8.650203817128777e-12,0,0,0.9993703335523605,0.0006296674448921991,0
S5248RN_segment_1-Mel_Spectrogram.png,1.0,2.1168810248554245e-13,0,0,S5248RN_segment_1,S5248RN_segment_1-MFCC.png,1.0,6.54635070110321e-12,0,0,S5248RN_segment_1_plp.png,0.4959732294082641,0.5040267705917358,0,1,S5248RN_segment_1-CQT.png,0.9999877214431764,1.2326108844717965e-05,0,0,S5248RN_segment_1-Chromagram.png,1.0,5.5661370623738555e-08,0,0,0.9747968196868896,0.02520319301378241,0
U52RN_segment_1_shifted-Mel_Spectrogram.png,1.0,5.618294024456461e-12,0,0,U52RN_segment_1_shifted,U52RN_segment_1_shifted-MFCC.png,1.0,4.025930977480385e-10,0,0,U52RN_segment_1_shifted_plp.png,0.8755407929420471,0.1244591921567916,0,0,U52RN_segment_1_shifted-CQT.png,0.0003167342219967,0.9996832609176636,0,1,U52RN_segment_1_shifted-Chromagram.png,0.9995251893997192,0.0004748169449158,0,0,0.8437770687203737,0.15622293054315722,0
S1043RN_segment_2-Mel_Spectrogram.png,1.0,4.998076952311692e-10,0,0,S1043RN_segment_2,S1043RN_segment_2-MFCC.png,1.0,9.234718767459071e-09,0,0,S1043RN_segment_2_plp.png,0.9788490533828736,0.0211509130895137,0,0,S1043RN_segment_2-CQT.png,1.0,7.620605257940837e-10,0,0,S1043RN_segment_2-Chromagram.png,0.9996894598007202,0.0003105797222815,0,0,0.9989113986492156,0.0010886062746060686,0
H16356N-Mel_Spectrogram.png,4.623325160213465e-12,1.0,1,1,H16356N,H16356N-MFCC.png,1.1872765270926067e-10,1.0,1,1,H16356N_plp.png,0.3586978018283844,0.6413021683692932,1,1,H16356N-CQT.png,3.5666456767169405e-15,1.0,1,1,H16356N-Chromagram.png,1.8734874984716043e-08,1.0,1,1,0.01793489199666966,0.9820651084184646,1
S3002RN_segment_1-Mel_Spectrogram.png,1.0,1.301230095895889e-10,0,0,S3002RN_segment_1,S3002RN_segment_1-MFCC.png,1.0,5.824438425051233e-14,0,0,S3002RN_segment_1_plp.png,0.4215330779552459,0.5784669518470764,0,1,S3002RN_segment_1-CQT.png,1.0,2.5880964038549337e-10,0,0,S3002RN_segment_1-Chromagram.png,0.999993085861206,6.87001011101529e-06,0,0,0.9710759624838828,0.028924034690756283,0
S770RN_segment_1-Mel_Spectrogram.png,1.0,8.982692248447195e-14,0,0,S770RN_segment_1,S770RN_segment_1-MFCC.png,1.0,5.899170583446857e-13,0,0,S770RN_segment_1_plp.png,0.8145006895065308,0.1854992657899856,0,0,S770RN_segment_1-CQT.png,0.9999233484268188,7.668717444175854e-05,0,0,S770RN_segment_1-Chromagram.png,0.998801589012146,0.0011984617449343,0,0,0.9905936956405639,0.009406312540346877,0
U552RN_segment_1-Mel_Spectrogram.png,1.0,1.6878900055417034e-08,0,0,U552RN_segment_1,U552RN_segment_1-MFCC.png,1.0,4.882299453612404e-09,0,0,U552RN_segment_1_plp.png,0.7152095437049866,0.2847905158996582,0,0,U552RN_segment_1-CQT.png,0.998002588748932,0.0019973875023424,0,0,U552RN_segment_1-Chromagram.png,0.999382734298706,0.0006172000430524,0,0,0.9853991389274597,0.014600862740719398,0
S2669RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.7051807188472878e-10,0,0,S2669RN_segment_2_shifted,S2669RN_segment_2_shifted-MFCC.png,1.0,1.2328249315504693e-12,0,0,S2669RN_segment_2_shifted_plp.png,0.9914420247077942,0.0085580069571733,0,0,S2669RN_segment_2_shifted-CQT.png,1.0,1.08692104205943e-08,0,0,S2669RN_segment_2_shifted-Chromagram.png,0.8142744302749634,0.1857255846261978,0,0,0.980999544262886,0.019000460517901347,0
S4089RN_segment_1_shifted-Mel_Spectrogram.png,1.0,1.4457388064492704e-10,0,0,S4089RN_segment_1_shifted,S4089RN_segment_1_shifted-MFCC.png,1.0,9.256177524247979e-17,0,0,S4089RN_segment_1_shifted_plp.png,0.9398313760757446,0.0601685531437397,0,0,S4089RN_segment_1_shifted-CQT.png,0.982425570487976,0.0175744481384754,0,0,S4089RN_segment_1_shifted-Chromagram.png,0.9999964237213136,3.630234232332441e-06,0,0,0.9943550467491149,0.005644957966439799,0
H12826N-Mel_Spectrogram.png,8.233012362135472e-12,1.0,1,1,H12826N,H12826N-MFCC.png,1.7500987783306978e-17,1.0,1,1,H12826N_plp.png,0.024003742262721,0.9759962558746338,1,1,H12826N-CQT.png,7.747073595965048e-07,0.9999992847442628,1,1,H12826N-Chromagram.png,4.074199466685968e-08,1.0,1,1,0.0012003073971443164,0.9987997055053711,1
H13190N-Mel_Spectrogram.png,5.440265127276689e-09,1.0,1,1,H13190N,H13190N-MFCC.png,1.9046143506784574e-07,0.9999997615814208,1,1,H13190N_plp.png,0.1644153892993927,0.8355846405029297,1,1,H13190N-CQT.png,2.3348034616788027e-10,1.0,1,1,H13190N-Chromagram.png,9.156931213283316e-09,1.0,1,1,0.008220820479162883,0.9917791724205016,1
U165RN_segment_1_shifted-Mel_Spectrogram.png,1.0,2.04935159982749e-19,0,0,U165RN_segment_1_shifted,U165RN_segment_1_shifted-MFCC.png,1.0,2.6985111194199884e-12,0,0,U165RN_segment_1_shifted_plp.png,0.7865170836448669,0.2134829312562942,0,0,U165RN_segment_1_shifted-CQT.png,0.9999997615814208,2.16799691088454e-07,0,0,U165RN_segment_1_shifted-Chromagram.png,1.0,4.6837498324237e-09,0,0,0.9893258184194564,0.010674179551817984,0
S4735RN_segment_2_shifted-Mel_Spectrogram.png,1.0,4.093076613730818e-17,0,0,S4735RN_segment_2_shifted,S4735RN_segment_2_shifted-MFCC.png,1.0,1.6866861685116422e-08,0,0,S4735RN_segment_2_shifted_plp.png,0.9863390922546388,0.0136608825996518,0,0,S4735RN_segment_2_shifted-CQT.png,1.0,1.8007119351182155e-08,0,0,S4735RN_segment_2_shifted-Chromagram.png,0.9999974966049194,2.508630586817162e-06,0,0,0.9993167042732238,0.0006833019108246142,0
S1900RN_segment_2_stretched-Mel_Spectrogram.png,1.0,1.2343259245432223e-16,0,0,S1900RN_segment_2_stretched,S1900RN_segment_2_stretched-MFCC.png,1.0,1.3316213610407195e-20,0,0,S1900RN_segment_2_stretched_plp.png,0.9391539096832277,0.0608461052179336,0,0,S1900RN_segment_2_stretched-CQT.png,1.0,5.783771898915102e-12,0,0,S1900RN_segment_2_stretched-Chromagram.png,0.9999995231628418,5.296692506817635e-07,0,0,0.9969576478004456,0.0030423582286893697,0
S1152RN_segment_2_shifted-Mel_Spectrogram.png,1.0,5.607607267421599e-09,0,0,S1152RN_segment_2_shifted,S1152RN_segment_2_shifted-MFCC.png,1.0,1.9713724112201602e-15,0,0,S1152RN_segment_2_shifted_plp.png,0.9741646647453308,0.0258353650569915,0,0,S1152RN_segment_2_shifted-CQT.png,1.0,5.9112149841666906e-08,0,0,S1152RN_segment_2_shifted-Chromagram.png,0.9999935626983644,6.478242539742496e-06,0,0,0.998707589507103,0.0012924274673497887,0
U1442RN_segment_1-Mel_Spectrogram.png,1.0,3.085895095011892e-09,0,0,U1442RN_segment_1,U1442RN_segment_1-MFCC.png,1.0,2.857135861233928e-08,0,0,U1442RN_segment_1_plp.png,0.7852485775947571,0.2147514671087265,0,0,U1442RN_segment_1-CQT.png,0.9663804173469543,0.0336196422576904,0,0,U1442RN_segment_1-Chromagram.png,0.7669734954833984,0.2330264598131179,0,0,0.9609168410301208,0.039083174206894125,0
H22239N-Mel_Spectrogram.png,0.0001314560358878,0.9998685121536256,1,1,H22239N,H22239N-MFCC.png,0.0018335424829274,0.9981665015220642,1,1,H22239N_plp.png,0.0998576357960701,0.9001424312591553,1,1,H22239N-CQT.png,9.390115351948223e-09,1.0,1,1,H22239N-Chromagram.png,0.0029114612843841,0.997088611125946,1,1,0.0058015701636405775,0.9941984385251998,1
S1827RN_segment_1-Mel_Spectrogram.png,1.0,8.650511909269713e-17,0,0,S1827RN_segment_1,S1827RN_segment_1-MFCC.png,1.0,1.2649693575603194e-12,0,0,S1827RN_segment_1_plp.png,0.933642327785492,0.0663576796650886,0,0,S1827RN_segment_1-CQT.png,0.9999995231628418,4.799578050551645e-07,0,0,S1827RN_segment_1-Chromagram.png,0.999825656414032,0.0001743430766509,0,0,0.9966646105051039,0.0033353902849065594,0
H20092N-Mel_Spectrogram.png,3.216435118247318e-08,1.0,1,1,H20092N,H20092N-MFCC.png,1.1105911426056991e-06,0.999998927116394,1,1,H20092N_plp.png,0.0666973888874054,0.933302640914917,1,1,H20092N-CQT.png,0.0014365236274898,0.9985634684562684,1,1,H20092N-Chromagram.png,0.4237036406993866,0.5762963891029358,1,1,0.045921004180176084,0.9540790230035782,1
S2516RN_segment_2_stretched-Mel_Spectrogram.png,1.0,1.742295543949446e-13,0,0,S2516RN_segment_2_stretched,S2516RN_segment_2_stretched-MFCC.png,1.0,8.859529324482627e-19,0,0,S2516RN_segment_2_stretched_plp.png,0.987986981868744,0.0120130432769656,0,0,S2516RN_segment_2_stretched-CQT.png,0.9999641180038452,3.58311808668077e-05,0,0,S2516RN_segment_2_stretched-Chromagram.png,0.9997592568397522,0.0002407038846286,0,0,0.9993698924779892,0.0006300972295195648,0
H20806N-Mel_Spectrogram.png,0.0031975219026207,0.9968024492263794,1,1,H20806N,H20806N-MFCC.png,1.8005837318924025e-06,0.9999982118606568,1,1,H20806N_plp.png,0.0968750789761543,0.9031249284744264,1,1,H20806N-CQT.png,0.9998968839645386,0.0001030882558552,1,0,H20806N-Chromagram.png,0.3515265882015228,0.6484734416007996,1,1,0.1914202803657531,0.8085797089392145,1
S5363RN_segment_2-Mel_Spectrogram.png,1.0,3.492597649892154e-13,0,0,S5363RN_segment_2,S5363RN_segment_2-MFCC.png,1.0,1.752216671454046e-13,0,0,S5363RN_segment_2_plp.png,0.693919837474823,0.306080162525177,0,0,S5363RN_segment_2-CQT.png,1.0,5.08111608343853e-10,0,0,S5363RN_segment_2-Chromagram.png,0.9999964237213136,3.5561270124162547e-06,0,0,0.9846956342458725,0.015304363815377807,0
S3191RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.2937822471345561e-12,0,0,S3191RN_segment_2_shifted,S3191RN_segment_2_shifted-MFCC.png,1.0,1.6440073044229897e-12,0,0,S3191RN_segment_2_shifted_plp.png,0.8046560287475586,0.1953439563512802,0,0,S3191RN_segment_2_shifted-CQT.png,0.9999998807907104,8.473466550640296e-08,0,0,S3191RN_segment_2_shifted-Chromagram.png,0.9742719531059264,0.0257280450314283,0,0,0.9876599788665771,0.012340015031899871,0
S3221RN_segment_2-Mel_Spectrogram.png,0.9999995231628418,4.691043216098479e-07,0,0,S3221RN_segment_2,S3221RN_segment_2-MFCC.png,1.0,1.0670471083256447e-16,0,0,S3221RN_segment_2_plp.png,0.8022180199623108,0.1977819353342056,0,0,S3221RN_segment_2-CQT.png,0.9999997615814208,2.0277994394746202e-07,0,0,S3221RN_segment_2-Chromagram.png,0.9975717663764954,0.0024282548110932,0,0,0.9898678272962571,0.010132163761755943,0
S4649RN_segment_2-Mel_Spectrogram.png,1.0,1.2696236138701016e-14,0,0,S4649RN_segment_2,S4649RN_segment_2-MFCC.png,0.9999998807907104,1.5009690912393125e-07,0,0,S4649RN_segment_2_plp.png,0.8892562985420227,0.1107437387108802,0,0,S4649RN_segment_2-CQT.png,1.0,4.935944913396067e-19,0,0,S4649RN_segment_2-Chromagram.png,0.9999977350234984,2.311658818143769e-06,0,0,0.9944625586271285,0.005537455625658818,0
H1458N-Mel_Spectrogram.png,2.516503911920154e-07,0.9999997615814208,1,1,H1458N,H1458N-MFCC.png,0.6239835023880005,0.3760164678096771,1,0,H1458N_plp.png,0.7136249542236328,0.2863750159740448,1,0,H1458N-CQT.png,0.9999988079071044,1.1492078328956268e-06,1,0,H1458N-Chromagram.png,0.3234725594520569,0.6765274405479431,1,1,0.3740243136821292,0.62597567689873,1
S5247RN_segment_2-Mel_Spectrogram.png,1.0,2.440678139193492e-13,0,0,S5247RN_segment_2,S5247RN_segment_2-MFCC.png,1.0,1.2546782469113917e-15,0,0,S5247RN_segment_2_plp.png,0.8995213508605957,0.1004786193370819,0,0,S5247RN_segment_2-CQT.png,0.9999935626983644,6.38963592791697e-06,0,0,S5247RN_segment_2-Chromagram.png,0.999692678451538,0.0003073229163419,0,0,0.9949443697929382,0.005055621703987618,0
S4109RN_segment_2-Mel_Spectrogram.png,0.9999610185623168,3.894176916219294e-05,0,0,S4109RN_segment_2,S4109RN_segment_2-MFCC.png,0.9999899864196776,1.0069830750580875e-05,0,0,S4109RN_segment_2_plp.png,0.4287804961204529,0.5712195634841919,0,1,S4109RN_segment_2-CQT.png,1.0,4.8856852591372395e-11,0,0,S4109RN_segment_2-Chromagram.png,0.0779919326305389,0.9220080375671388,0,1,0.8792181730270385,0.12078182319206264,0
U478RN_segment_1-Mel_Spectrogram.png,0.0104393018409609,0.9895607233047484,0,1,U478RN_segment_1,U478RN_segment_1-MFCC.png,0.1535848826169967,0.8464151620864868,0,1,U478RN_segment_1_plp.png,0.0170506872236728,0.9829492568969728,0,1,U478RN_segment_1-CQT.png,0.9999982118606568,1.7868968598122592e-06,0,0,U478RN_segment_1-Chromagram.png,0.9997585415840148,0.0002414055634289,0,0,0.29392202678136525,0.706077987444479,1
S2197RN_segment_1-Mel_Spectrogram.png,1.0,4.6467485415035975e-10,0,0,S2197RN_segment_1,S2197RN_segment_1-MFCC.png,1.0,4.8586797779526236e-11,0,0,S2197RN_segment_1_plp.png,0.9297221899032592,0.0702777951955795,0,0,S2197RN_segment_1-CQT.png,0.7229412794113159,0.2770587503910064,0,0,S2197RN_segment_1-Chromagram.png,0.9998553991317748,0.0001445213129045,0,0,0.9549128413200378,0.045087154670970776,0
S4514RN_segment_1-Mel_Spectrogram.png,1.0,6.113320536371616e-16,0,0,S4514RN_segment_1,S4514RN_segment_1-MFCC.png,1.0,3.687122011688781e-18,0,0,S4514RN_segment_1_plp.png,0.8143279552459717,0.1856720298528671,0,0,S4514RN_segment_1-CQT.png,0.9931702613830566,0.0068297684192657,0,0,S4514RN_segment_1-Chromagram.png,0.9999921321868896,7.902862307673786e-06,0,0,0.9896911501884461,0.010308857041764253,0
H11170N-Mel_Spectrogram.png,5.515152223800611e-10,1.0,1,1,H11170N,H11170N-MFCC.png,9.51823776046412e-12,1.0,1,1,H11170N_plp.png,0.1047695055603981,0.8952305316925049,1,1,H11170N-CQT.png,4.943816467317673e-10,1.0,1,1,H11170N-Chromagram.png,2.6963865806806098e-08,1.0,1,1,0.005238478299125143,0.9947615265846252,1
H16888N-Mel_Spectrogram.png,3.300343820455964e-08,1.0,1,1,H16888N,H16888N-MFCC.png,4.104870740193056e-15,1.0,1,1,H16888N_plp.png,0.1338166147470474,0.866183340549469,1,1,H16888N-CQT.png,9.676401901970164e-10,1.0,1,1,H16888N-Chromagram.png,8.162292175484255e-08,0.9999998807907104,1,1,0.006690853896338793,0.9933091551065445,1
U931RN_segment_1_shifted-Mel_Spectrogram.png,1.0,3.7040823186451627e-10,0,0,U931RN_segment_1_shifted,U931RN_segment_1_shifted-MFCC.png,1.0,1.6579319297646557e-12,0,0,U931RN_segment_1_shifted_plp.png,0.9666925668716432,0.0333075039088726,0,0,U931RN_segment_1_shifted-CQT.png,0.9999949932098388,5.053525910625467e-06,0,0,U931RN_segment_1_shifted-Chromagram.png,0.999974489212036,2.5458923119003884e-05,0,0,0.9983313262462616,0.0016686792837403116,0
S3400RN_segment_1_stretched-Mel_Spectrogram.png,1.0,1.9744386247494417e-12,0,0,S3400RN_segment_1_stretched,S3400RN_segment_1_stretched-MFCC.png,1.0,6.610911817972465e-11,0,0,S3400RN_segment_1_stretched_plp.png,0.943829357624054,0.0561706088483333,0,0,S3400RN_segment_1_stretched-CQT.png,1.0,1.808657217050591e-11,0,0,S3400RN_segment_1_stretched-Chromagram.png,0.9999992847442628,7.001634685366298e-07,0,0,0.9971913963556289,0.0028086004788922814,0
S2846RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.3069090546048926e-17,0,0,S2846RN_segment_2_shifted,S2846RN_segment_2_shifted-MFCC.png,1.0,4.8542968755782574e-08,0,0,S2846RN_segment_2_shifted_plp.png,0.8954732418060303,0.1045267134904861,0,0,S2846RN_segment_2_shifted-CQT.png,1.0,3.517849567202802e-09,0,0,S2846RN_segment_2_shifted-Chromagram.png,0.9999929666519164,7.031035693216836e-06,0,0,0.9947729587554932,0.005227051441513257,0
S1130RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.772628976937085e-08,0,0,S1130RN_segment_2_shifted,S1130RN_segment_2_shifted-MFCC.png,0.9999998807907104,1.501564668160427e-07,0,0,S1130RN_segment_2_shifted_plp.png,0.9075429439544678,0.092457078397274,0,0,S1130RN_segment_2_shifted-CQT.png,0.348255306482315,0.6517447233200073,0,1,S1130RN_segment_2_shifted-Chromagram.png,0.9999631643295288,3.6817047657677904e-05,0,0,0.8976117298007011,0.10238828963857768,0
S1318RN_segment_2-Mel_Spectrogram.png,1.0,1.2650073859515193e-13,0,0,S1318RN_segment_2,S1318RN_segment_2-MFCC.png,1.0,1.875461765055153e-11,0,0,S1318RN_segment_2_plp.png,0.9480518102645874,0.0519481375813484,0,0,S1318RN_segment_2-CQT.png,0.9999449253082277,5.504500586539507e-05,0,0,S1318RN_segment_2-Chromagram.png,0.947860836982727,0.0521392039954662,0,0,0.9921804130077362,0.007819584034239428,0
S1007RN_segment_2-Mel_Spectrogram.png,1.0,9.261711189645359e-12,0,0,S1007RN_segment_2,S1007RN_segment_2-MFCC.png,1.0,3.08728838663546e-14,0,0,S1007RN_segment_2_plp.png,0.6681725978851318,0.3318274319171905,0,0,S1007RN_segment_2-CQT.png,1.0,5.5484102425227337e-17,0,0,S1007RN_segment_2-Chromagram.png,0.9999508857727052,4.905480091110803e-05,0,0,0.9834037184715272,0.016596277080126134,0
H15052N-Mel_Spectrogram.png,5.48943106682548e-13,1.0,1,1,H15052N,H15052N-MFCC.png,2.981196669735176e-12,1.0,1,1,H15052N_plp.png,0.1180877164006233,0.8819122910499573,1,1,H15052N-CQT.png,3.2992563542277864e-11,1.0,1,1,H15052N-Chromagram.png,1.6109683542708808e-07,0.9999998807907104,1,1,0.005904401935655916,0.9940956026315689,1
S4272RN_segment_2-Mel_Spectrogram.png,1.0,1.0309767396624123e-14,0,0,S4272RN_segment_2,S4272RN_segment_2-MFCC.png,1.0,2.77396239312111e-08,0,0,S4272RN_segment_2_plp.png,0.8706780076026917,0.1293219774961471,0,0,S4272RN_segment_2-CQT.png,0.9999539852142334,4.5995704567758366e-05,0,0,S4272RN_segment_2-Chromagram.png,0.7195934057235718,0.2804065644741058,0,0,0.9654863387346267,0.03451366161281372,0
S1708RN_segment_1-Mel_Spectrogram.png,1.0,7.525651109230315e-13,0,0,S1708RN_segment_1,S1708RN_segment_1-MFCC.png,1.0,1.4587498418407174e-13,0,0,S1708RN_segment_1_plp.png,0.7610814571380615,0.2389185279607772,0,0,S1708RN_segment_1-CQT.png,0.1559280753135681,0.8440719246864319,0,1,S1708RN_segment_1-Chromagram.png,0.9790874719619752,0.0209125876426696,0,0,0.8593520313501357,0.14064797386564576,0
S1119RN_segment_1-Mel_Spectrogram.png,1.0,5.6455941210484264e-18,0,0,S1119RN_segment_1,S1119RN_segment_1-MFCC.png,1.0,2.5199878295190103e-10,0,0,S1119RN_segment_1_plp.png,0.9139035940170288,0.0860963612794876,0,0,S1119RN_segment_1-CQT.png,1.0,4.125637817537804e-16,0,0,S1119RN_segment_1-Chromagram.png,0.9999988079071044,1.1801407708844636e-06,0,0,0.9956950604915619,0.0043049361410512285,0
S4536RN_segment_1-Mel_Spectrogram.png,1.0,7.359462702877934e-15,0,0,S4536RN_segment_1,S4536RN_segment_1-MFCC.png,0.9999908208847046,9.132338163908573e-06,0,0,S4536RN_segment_1_plp.png,0.7886438369750977,0.2113561779260635,0,0,S4536RN_segment_1-CQT.png,0.9999526739120485,4.736505070468411e-05,0,0,S4536RN_segment_1-Chromagram.png,0.9999997615814208,2.346955341181456e-07,0,0,0.9894227743148803,0.010577220208006579,0
H23173N-Mel_Spectrogram.png,1.4464498576671758e-07,0.9999998807907104,1,1,H23173N,H23173N-MFCC.png,8.316113166983996e-07,0.9999991655349731,1,1,H23173N_plp.png,0.4424830377101898,0.5575169324874878,1,1,H23173N-CQT.png,0.5382466912269592,0.4617533385753631,1,0,H23173N-Chromagram.png,0.956421434879303,0.0435785315930843,1,0,0.19850357205055646,0.8014964383095503,1
S918RN_segment_1-Mel_Spectrogram.png,0.9999998807907104,6.11722867915887e-08,0,0,S918RN_segment_1,S918RN_segment_1-MFCC.png,1.0,1.0582809585255035e-12,0,0,S918RN_segment_1_plp.png,0.9717284440994264,0.0282715074717998,0,0,S918RN_segment_1-CQT.png,1.0,2.504713769724276e-08,0,0,S918RN_segment_1-Chromagram.png,0.9992376565933228,0.0007624021964147,0,0,0.9985101342201234,0.0014898468780957408,0
H5466N-Mel_Spectrogram.png,3.138664661831401e-14,1.0,1,1,H5466N,H5466N-MFCC.png,1.0952081255788391e-11,1.0,1,1,H5466N_plp.png,0.3630622923374176,0.6369377374649048,1,1,H5466N-CQT.png,4.470785341936789e-08,1.0,1,1,H5466N-Chromagram.png,3.7619150816681213e-07,0.9999996423721312,1,1,0.018153158944951855,0.9818468511104583,1
