filename_mel,prob_ai_mel,prob_human_mel,true_label_mel,pred_label_mel,base_filename,filename_lyrics,prob_ai_lyrics,prob_human_lyrics,true_label_lyrics,pred_label_lyrics,filename_mfcc,prob_ai_mfcc,prob_human_mfcc,true_label_mfcc,pred_label_mfcc,filename_cqt,prob_ai_cqt,prob_human_cqt,true_label_cqt,pred_label_cqt,filename_melt,prob_ai_melt,prob_human_melt,true_label_melt,pred_label_melt,filename_mfcct,prob_ai_mfcct,prob_human_mfcct,true_label_mfcct,pred_label_mfcct,weighted_prob_ai,weighted_prob_human,final_pred_label
U552RN_segment_1-Mel_Spectrogram.png,1.0,1.6878900055417034e-08,0,0,U552RN_segment_1,,,,,,U552RN_segment_1-MFCC.png,1.0,4.882299453612404e-09,0,0,U552RN_segment_1-CQT.png,0.998002588748932,0.0019973875023424,0,0,U552RN_segment_1.pt,0.999598,0.000402,0,0,U552RN_segment_1.pt,0.999999,1e-06,0,0,0.9997771438193853,0.0002228603635411688,0
S2669RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.7051807188472878e-10,0,0,S2669RN_segment_2_shifted,,,,,,S2669RN_segment_2_shifted-MFCC.png,1.0,1.2328249315504693e-12,0,0,S2669RN_segment_2_shifted-CQT.png,1.0,1.08692104205943e-08,0,0,S2669RN_segment_2_shifted.pt,0.998478,0.001522,0,0,S2669RN_segment_2_shifted.pt,0.999997,3e-06,0,0,0.9995765555555558,0.00042344509586106973,0
S4089RN_segment_1_shifted-Mel_Spectrogram.png,1.0,1.4457388064492704e-10,0,0,S4089RN_segment_1_shifted,,,,,,S4089RN_segment_1_shifted-MFCC.png,1.0,9.256177524247979e-17,0,0,S4089RN_segment_1_shifted-CQT.png,0.982425570487976,0.0175744481384754,0,0,S4089RN_segment_1_shifted.pt,0.999995,5e-06,0,0,S4089RN_segment_1_shifted.pt,1.0,0.0,0,0,0.9990222539159987,0.0009777471589636157,0
H12826N-Mel_Spectrogram.png,8.233012362135472e-12,1.0,1,1,H12826N,,,,,,H12826N-MFCC.png,1.7500987783306978e-17,1.0,1,1,H12826N-CQT.png,7.747073595965048e-07,0.9999992847442628,1,1,H12826N.pt,0.000323,0.999677,1,1,H12826N.pt,2e-06,0.999998,1,1,9.020970825137282e-05,0.9999097935969037,1
H13190N-Mel_Spectrogram.png,5.440265127276689e-09,1.0,1,1,H13190N,,,,,,H13190N-MFCC.png,1.9046143506784574e-07,0.9999997615814208,1,1,H13190N-CQT.png,2.3348034616788027e-10,1.0,1,1,H13190N.pt,0.002124,0.997876,1,1,H13190N.pt,2e-06,0.999998,1,1,0.0005904777121728437,0.9994095158191258,1
U165RN_segment_1_shifted-Mel_Spectrogram.png,1.0,2.04935159982749e-19,0,0,U165RN_segment_1_shifted,,,,,,U165RN_segment_1_shifted-MFCC.png,1.0,2.6985111194199884e-12,0,0,U165RN_segment_1_shifted-CQT.png,0.9999997615814208,2.16799691088454e-07,0,0,U165RN_segment_1_shifted.pt,0.999354,0.000646,0,0,U165RN_segment_1_shifted.pt,0.999994,6e-06,0,0,0.9998192089767457,0.0001807898226548124,0
S4735RN_segment_2_shifted-Mel_Spectrogram.png,1.0,4.093076613730818e-17,0,0,S4735RN_segment_2_shifted,,,,,,S4735RN_segment_2_shifted-MFCC.png,1.0,1.6866861685116422e-08,0,0,S4735RN_segment_2_shifted-CQT.png,1.0,1.8007119351182155e-08,0,0,S4735RN_segment_2_shifted.pt,0.999865,0.000135,0,0,S4735RN_segment_2_shifted.pt,1.0,0.0,0,0,0.9999625000000002,3.750381153914507e-05,0
S1900RN_segment_2_stretched-Mel_Spectrogram.png,1.0,1.2343259245432223e-16,0,0,S1900RN_segment_2_stretched,,,,,,S1900RN_segment_2_stretched-MFCC.png,1.0,1.3316213610407195e-20,0,0,S1900RN_segment_2_stretched-CQT.png,1.0,5.783771898915102e-12,0,0,S1900RN_segment_2_stretched.pt,0.999963,3.7e-05,0,0,S1900RN_segment_2_stretched.pt,1.0,0.0,0,0,0.9999897222222223,1.027777809913273e-05,0
S1152RN_segment_2_shifted-Mel_Spectrogram.png,1.0,5.607607267421599e-09,0,0,S1152RN_segment_2_shifted,,,,,,S1152RN_segment_2_shifted-MFCC.png,1.0,1.9713724112201602e-15,0,0,S1152RN_segment_2_shifted-CQT.png,1.0,5.9112149841666906e-08,0,0,S1152RN_segment_2_shifted.pt,0.99738,0.00262,0,0,S1152RN_segment_2_shifted.pt,0.999999,1e-06,0,0,0.999272,0.0007280048416773386,0
U1442RN_segment_1-Mel_Spectrogram.png,1.0,3.085895095011892e-09,0,0,U1442RN_segment_1,,,,,,U1442RN_segment_1-MFCC.png,1.0,2.857135861233928e-08,0,0,U1442RN_segment_1-CQT.png,0.9663804173469543,0.0336196422576904,0,0,U1442RN_segment_1.pt,0.966372,0.033628,0,0,U1442RN_segment_1.pt,0.999998,2e-06,0,0,0.9887906898526088,0.011209319077846763,0
H22239N-Mel_Spectrogram.png,0.0001314560358878,0.9998685121536256,1,1,H22239N,,,,,,H22239N-MFCC.png,0.0018335424829274,0.9981665015220642,1,1,H22239N-CQT.png,9.390115351948223e-09,1.0,1,1,H22239N.pt,0.008967,0.991033,1,1,H22239N.pt,2e-06,0.999998,1,1,0.002833384278796475,0.9971666147407957,1
S1827RN_segment_1-Mel_Spectrogram.png,1.0,8.650511909269713e-17,0,0,S1827RN_segment_1,,,,,,S1827RN_segment_1-MFCC.png,1.0,1.2649693575603194e-12,0,0,S1827RN_segment_1-CQT.png,0.9999995231628418,4.799578050551645e-07,0,0,S1827RN_segment_1.pt,0.999999,1e-06,0,0,S1827RN_segment_1.pt,0.999998,2e-06,0,0,0.9999992512868248,7.488867555775424e-07,0
H20092N-Mel_Spectrogram.png,3.216435118247318e-08,1.0,1,1,H20092N,,,,,,H20092N-MFCC.png,1.1105911426056991e-06,0.999998927116394,1,1,H20092N-CQT.png,0.0014365236274898,0.9985634684562684,1,1,H20092N.pt,0.000354,0.999646,1,1,H20092N.pt,2e-06,0.999998,1,1,0.00017877867903741832,0.9998212361003029,1
S2516RN_segment_2_stretched-Mel_Spectrogram.png,1.0,1.742295543949446e-13,0,0,S2516RN_segment_2_stretched,,,,,,S2516RN_segment_2_stretched-MFCC.png,1.0,8.859529324482627e-19,0,0,S2516RN_segment_2_stretched-CQT.png,0.9999641180038452,3.58311808668077e-05,0,0,S2516RN_segment_2_stretched.pt,0.999996,4e-06,0,0,S2516RN_segment_2_stretched.pt,1.0,0.0,0,0,0.9999968954446583,3.101732318775452e-06,0
H20806N-Mel_Spectrogram.png,0.0031975219026207,0.9968024492263794,1,1,H20806N,,,,,,H20806N-MFCC.png,1.8005837318924025e-06,0.9999982118606568,1,1,H20806N-CQT.png,0.9998968839645386,0.0001030882558552,1,0,H20806N.pt,0.002392,0.997608,1,1,H20806N.pt,2e-06,0.999998,1,1,0.057103216401602104,0.9428967761094292,1
S5363RN_segment_2-Mel_Spectrogram.png,1.0,3.492597649892154e-13,0,0,S5363RN_segment_2,,,,,,S5363RN_segment_2-MFCC.png,1.0,1.752216671454046e-13,0,0,S5363RN_segment_2-CQT.png,1.0,5.08111608343853e-10,0,0,S5363RN_segment_2.pt,0.999997,3e-06,0,0,S5363RN_segment_2.pt,0.999998,2e-06,0,0,0.9999987222222224,1.2778061324206762e-06,0
S3191RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.2937822471345561e-12,0,0,S3191RN_segment_2_shifted,,,,,,S3191RN_segment_2_shifted-MFCC.png,1.0,1.6440073044229897e-12,0,0,S3191RN_segment_2_shifted-CQT.png,0.9999998807907104,8.473466550640296e-08,0,0,S3191RN_segment_2_shifted.pt,0.994206,0.005794,0,0,S3191RN_segment_2_shifted.pt,1.0,0.0,0,0,0.9983905489328174,0.0016094491525592467,0
S3221RN_segment_2-Mel_Spectrogram.png,0.9999995231628418,4.691043216098479e-07,0,0,S3221RN_segment_2,,,,,,S3221RN_segment_2-MFCC.png,1.0,1.0670471083256447e-16,0,0,S3221RN_segment_2-CQT.png,0.9999997615814208,2.0277994394746202e-07,0,0,S3221RN_segment_2.pt,1.0,0.0,0,0,S3221RN_segment_2.pt,0.999997,3e-06,0,0,0.9999991876330907,8.082389751287121e-07,0
S4649RN_segment_2-Mel_Spectrogram.png,1.0,1.2696236138701016e-14,0,0,S4649RN_segment_2,,,,,,S4649RN_segment_2-MFCC.png,0.9999998807907104,1.5009690912393125e-07,0,0,S4649RN_segment_2-CQT.png,1.0,4.935944913396067e-19,0,0,S4649RN_segment_2.pt,0.9999,0.0001,0,0,S4649RN_segment_2.pt,0.999999,1e-06,0,0,0.9999719801317852,2.802501615504742e-05,0
H1458N-Mel_Spectrogram.png,2.516503911920154e-07,0.9999997615814208,1,1,H1458N,H1458N_lyrics.txt,0.2655280232429504,0.7344719767570496,1.0,1.0,H1458N-MFCC.png,0.6239835023880005,0.3760164678096771,1,0,H1458N-CQT.png,0.9999988079071044,1.1492078328956268e-06,1,0,H1458N.pt,0.003096,0.996904,1,1,H1458N.pt,1e-06,0.999999,1,1,0.17092453099044813,0.8290754657029034,1
S5247RN_segment_2-Mel_Spectrogram.png,1.0,2.440678139193492e-13,0,0,S5247RN_segment_2,,,,,,S5247RN_segment_2-MFCC.png,1.0,1.2546782469113917e-15,0,0,S5247RN_segment_2-CQT.png,0.9999935626983644,6.38963592791697e-06,0,0,S5247RN_segment_2.pt,0.999999,1e-06,0,0,S5247RN_segment_2.pt,0.999998,2e-06,0,0,0.9999989201499093,1.0772020640011152e-06,0
S4109RN_segment_2-Mel_Spectrogram.png,0.9999610185623168,3.894176916219294e-05,0,0,S4109RN_segment_2,,,,,,S4109RN_segment_2-MFCC.png,0.9999899864196776,1.0069830750580875e-05,0,0,S4109RN_segment_2-CQT.png,1.0,4.8856852591372395e-11,0,0,S4109RN_segment_2.pt,0.886777,0.113223,0,0,S4109RN_segment_2.pt,5.3e-05,0.999947,0,1,0.7463262251150343,0.25367377324371776,0
U478RN_segment_1-Mel_Spectrogram.png,0.0104393018409609,0.9895607233047484,0,1,U478RN_segment_1,,,,,,U478RN_segment_1-MFCC.png,0.1535848826169967,0.8464151620864868,0,1,U478RN_segment_1-CQT.png,0.9999982118606568,1.7868968598122592e-06,0,0,U478RN_segment_1.pt,0.999315,0.000685,0,0,U478RN_segment_1.pt,0.999999,1e-06,0,0,0.5838622427175807,0.41613777164889243,0
S2197RN_segment_1-Mel_Spectrogram.png,1.0,4.6467485415035975e-10,0,0,S2197RN_segment_1,,,,,,S2197RN_segment_1-MFCC.png,1.0,4.8586797779526236e-11,0,0,S2197RN_segment_1-CQT.png,0.7229412794113159,0.2770587503910064,0,0,S2197RN_segment_1.pt,0.999712,0.000288,0,0,S2197RN_segment_1.pt,0.999998,2e-06,0,0,0.98452740441174,0.01547259738111895,0
S4514RN_segment_1-Mel_Spectrogram.png,1.0,6.113320536371616e-16,0,0,S4514RN_segment_1,,,,,,S4514RN_segment_1-MFCC.png,1.0,3.687122011688781e-18,0,0,S4514RN_segment_1-CQT.png,0.9931702613830566,0.0068297684192657,0,0,S4514RN_segment_1.pt,0.999984,1.6e-05,0,0,S4514RN_segment_1.pt,0.999998,2e-06,0,0,0.9996156811879477,0.0003843204677371538,0
H11170N-Mel_Spectrogram.png,5.515152223800611e-10,1.0,1,1,H11170N,,,,,,H11170N-MFCC.png,9.51823776046412e-12,1.0,1,1,H11170N-CQT.png,4.943816467317673e-10,1.0,1,1,H11170N.pt,0.000904,0.999096,1,1,H11170N.pt,2e-06,0.999998,1,1,0.0002515557378062485,0.9997484444444447,1
H16888N-Mel_Spectrogram.png,3.300343820455964e-08,1.0,1,1,H16888N,,,,,,H16888N-MFCC.png,4.104870740193056e-15,1.0,1,1,H16888N-CQT.png,9.676401901970164e-10,1.0,1,1,H16888N.pt,0.003458,0.996542,1,1,H16888N.pt,2e-06,0.999998,1,1,0.0009610092213801962,0.9990390000000002,1
U931RN_segment_1_shifted-Mel_Spectrogram.png,1.0,3.7040823186451627e-10,0,0,U931RN_segment_1_shifted,,,,,,U931RN_segment_1_shifted-MFCC.png,1.0,1.6579319297646557e-12,0,0,U931RN_segment_1_shifted-CQT.png,0.9999949932098388,5.053525910625467e-06,0,0,U931RN_segment_1_shifted.pt,0.999783,0.000217,0,0,U931RN_segment_1_shifted.pt,0.999999,1e-06,0,0,0.9999392218449912,6.0780854606976695e-05,0
S3400RN_segment_1_stretched-Mel_Spectrogram.png,1.0,1.9744386247494417e-12,0,0,S3400RN_segment_1_stretched,,,,,,S3400RN_segment_1_stretched-MFCC.png,1.0,6.610911817972465e-11,0,0,S3400RN_segment_1_stretched-CQT.png,1.0,1.808657217050591e-11,0,0,S3400RN_segment_1_stretched.pt,0.998881,0.001119,0,0,S3400RN_segment_1_stretched.pt,1.0,0.0,0,0,0.9996891666666669,0.00031083334590478447,0
S2846RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.3069090546048926e-17,0,0,S2846RN_segment_2_shifted,,,,,,S2846RN_segment_2_shifted-MFCC.png,1.0,4.8542968755782574e-08,0,0,S2846RN_segment_2_shifted-CQT.png,1.0,3.517849567202802e-09,0,0,S2846RN_segment_2_shifted.pt,0.999987,1.3e-05,0,0,S2846RN_segment_2_shifted.pt,0.999999,1e-06,0,0,0.9999961666666668,3.841619264216661e-06,0
S1130RN_segment_2_shifted-Mel_Spectrogram.png,1.0,1.772628976937085e-08,0,0,S1130RN_segment_2_shifted,,,,,,S1130RN_segment_2_shifted-MFCC.png,0.9999998807907104,1.501564668160427e-07,0,0,S1130RN_segment_2_shifted-CQT.png,0.348255306482315,0.6517447233200073,0,1,S1130RN_segment_2_shifted.pt,0.999588,0.000412,0,0,S1130RN_segment_2_shifted.pt,0.999998,2e-06,0,0,0.9636770527141361,0.03632295902338092,0
S1318RN_segment_2-Mel_Spectrogram.png,1.0,1.2650073859515193e-13,0,0,S1318RN_segment_2,,,,,,S1318RN_segment_2-MFCC.png,1.0,1.875461765055153e-11,0,0,S1318RN_segment_2-CQT.png,0.9999449253082277,5.504500586539507e-05,0,0,S1318RN_segment_2.pt,1.0,0.0,0,0,S1318RN_segment_2.pt,0.999998,2e-06,0,0,0.9999964958504572,3.5025034867639844e-06,0
S1007RN_segment_2-Mel_Spectrogram.png,1.0,9.261711189645359e-12,0,0,S1007RN_segment_2,,,,,,S1007RN_segment_2-MFCC.png,1.0,3.08728838663546e-14,0,0,S1007RN_segment_2-CQT.png,1.0,5.5484102425227337e-17,0,0,S1007RN_segment_2.pt,0.999996,4e-06,0,0,S1007RN_segment_2.pt,0.999997,3e-06,0,0,0.9999982222222225,1.7777803556238937e-06,0
H15052N-Mel_Spectrogram.png,5.48943106682548e-13,1.0,1,1,H15052N,,,,,,H15052N-MFCC.png,2.981196669735176e-12,1.0,1,1,H15052N-CQT.png,3.2992563542277864e-11,1.0,1,1,H15052N.pt,0.000189,0.999811,1,1,H15052N.pt,3e-06,0.999997,1,1,5.316666914893718e-05,0.9999468333333335,1
S4272RN_segment_2-Mel_Spectrogram.png,1.0,1.0309767396624123e-14,0,0,S4272RN_segment_2,,,,,,S4272RN_segment_2-MFCC.png,1.0,2.77396239312111e-08,0,0,S4272RN_segment_2-CQT.png,0.9999539852142334,4.5995704567758366e-05,0,0,S4272RN_segment_2.pt,0.999841,0.000159,0,0,S4272RN_segment_2.pt,0.999998,2e-06,0,0,0.9999528325119021,4.7171051305061165e-05,0
S1708RN_segment_1-Mel_Spectrogram.png,1.0,7.525651109230315e-13,0,0,S1708RN_segment_1,,,,,,S1708RN_segment_1-MFCC.png,1.0,1.4587498418407174e-13,0,0,S1708RN_segment_1-CQT.png,0.1559280753135681,0.8440719246864319,0,1,S1708RN_segment_1.pt,1.0,0.0,0,0,S1708RN_segment_1.pt,0.999997,3e-06,0,0,0.9531064486285318,0.04689355137170181,0
S1119RN_segment_1-Mel_Spectrogram.png,1.0,5.6455941210484264e-18,0,0,S1119RN_segment_1,,,,,,S1119RN_segment_1-MFCC.png,1.0,2.5199878295190103e-10,0,0,S1119RN_segment_1-CQT.png,1.0,4.125637817537804e-16,0,0,S1119RN_segment_1.pt,0.999937,6.3e-05,0,0,S1119RN_segment_1.pt,0.999998,2e-06,0,0,0.9999820555555556,1.7944486444266093e-05,0
S4536RN_segment_1-Mel_Spectrogram.png,1.0,7.359462702877934e-15,0,0,S4536RN_segment_1,,,,,,S4536RN_segment_1-MFCC.png,0.9999908208847046,9.132338163908573e-06,0,0,S4536RN_segment_1-CQT.png,0.9999526739120485,4.736505070468411e-05,0,0,S4536RN_segment_1.pt,0.99996,4e-05,0,0,S4536RN_segment_1.pt,0.999997,3e-06,0,0,0.9999840631425648,1.5931225846289285e-05,0
H23173N-Mel_Spectrogram.png,1.4464498576671758e-07,0.9999998807907104,1,1,H23173N,,,,,,H23173N-MFCC.png,8.316113166983996e-07,0.9999991655349731,1,1,H23173N-CQT.png,0.5382466912269592,0.4617533385753631,1,0,H23173N.pt,0.000252,0.999748,1,1,H23173N.pt,2e-06,0.999998,1,1,0.029973217182546575,0.9700267910629911,1
S918RN_segment_1-Mel_Spectrogram.png,0.9999998807907104,6.11722867915887e-08,0,0,S918RN_segment_1,,,,,,S918RN_segment_1-MFCC.png,1.0,1.0582809585255035e-12,0,0,S918RN_segment_1-CQT.png,1.0,2.504713769724276e-08,0,0,S918RN_segment_1.pt,1.0,0.0,0,0,S918RN_segment_1.pt,0.999997,3e-06,0,0,0.9999993002196419,6.850506525832257e-07,0
H5466N-Mel_Spectrogram.png,3.138664661831401e-14,1.0,1,1,H5466N,,,,,,H5466N-MFCC.png,1.0952081255788391e-11,1.0,1,1,H5466N-CQT.png,4.470785341936789e-08,1.0,1,1,H5466N.pt,0.000675,0.999325,1,1,H5466N.pt,2e-06,0.999998,1,1,0.00018794693004814427,0.9998120555555557,1
S1522RN_segment_1_shifted-Mel_Spectrogram.png,1.0,1.0550097462314054e-09,0,0,S1522RN_segment_1_shifted,,,,,,S1522RN_segment_1_shifted-MFCC.png,1.0,1.7728664022942375e-11,0,0,S1522RN_segment_1_shifted-CQT.png,1.0,8.371318221955804e-11,0,0,S1522RN_segment_1_shifted.pt,0.99802,0.00198,0,0,S1522RN_segment_1_shifted.pt,1.0,0.0,0,0,0.9994500000000001,0.0005500003006637726,0
H22583N-Mel_Spectrogram.png,2.907127189259902e-15,1.0,1,1,H22583N,,,,,,H22583N-MFCC.png,9.677699530641348e-09,1.0,1,1,H22583N-CQT.png,2.796375513824034e-15,1.0,1,1,H22583N.pt,0.000207,0.999793,1,1,H22583N.pt,2e-06,0.999998,1,1,5.794605739532911e-05,0.9999420555555558,1
H4547N-Mel_Spectrogram.png,1.5932981511923574e-07,0.9999998807907104,1,1,H4547N,,,,,,H4547N-MFCC.png,1.9966075342381373e-05,0.999980092048645,1,1,H4547N-CQT.png,1.1162171881240468e-11,1.0,1,1,H4547N.pt,0.003342,0.996657,1,1,H4547N.pt,5e-06,0.999995,1,1,0.000932816382570273,0.999066926672194,1
H20362N-Mel_Spectrogram.png,6.662382929789601e-07,0.9999992847442628,1,1,H20362N,H20362N_lyrics.txt,0.0888599678874015,0.911139965057373,1.0,1.0,H20362N-MFCC.png,2.2613965811046913e-08,1.0,1,1,H20362N-CQT.png,9.496379061602056e-05,0.999904990196228,1,1,H20362N.pt,0.000934,0.999066,1,1,H20362N.pt,2e-06,0.999998,1,1,0.009124814929939067,0.9908751672016145,1
